Name,Description,Stars,Language,Repo URL,Difficulty
data-science-at-scale,"A Pythonic introduction to methods for scaling your data science and machine learning work to larger datasets and larger models, using the tools and APIs you know and love from the PyData stack (such as numpy, pandas, and scikit-learn).",113,Jupyter Notebook,https://github.com/coiled/data-science-at-scale,Beginner
glosario,A multilingual glossary for computing and data science terms.,113,SCSS,https://github.com/carpentries/glosario,Beginner
jovian-py,Collaboration platform for data science projects & Jupyter notebooks,113,Python,https://github.com/JovianHQ/jovian-py,Beginner
dsbook,Code samples for the Effective Data Science Infrastructure book,113,Python,https://github.com/outerbounds/dsbook,Beginner
loads_clustering,Data Science project to cluster loads coming from http://en.openei.org/datasets/files/961/pub/,113,Jupyter Notebook,https://github.com/gianlucahmd/loads_clustering,Beginner
Teaching_Links,"A repo of teaching resources for Geographic / Spatial Data Science, GIS and Statistics",112,,https://github.com/GDSL-UL/Teaching_Links,Beginner
scPerturb,scPerturb: A resource and a python/R tool for single-cell perturbation data,112,Jupyter Notebook,https://github.com/sanderlab/scPerturb,Beginner
6.431x,Probability - The Science of Uncertainty and Data,111,,https://github.com/mitx-data-science/6.431x,Beginner
twitter_sentiment_challenge,Twitter Sentiment Analysis Challenge for Learn Python for Data Science #2 by @Sirajology on Youtube,111,Python,https://github.com/llSourcell/twitter_sentiment_challenge,Beginner
environmental-ds-book,A computational notebook community for open environmental data science 🌎,111,TeX,https://github.com/alan-turing-institute/environmental-ds-book,Beginner
Python-for-Data-Scientists,Deliverable: This Jupyter notebook will help aspiring data scientists learn and practice the necessary python code needed for many data science projects.,111,Jupyter Notebook,https://github.com/Stephen-Rimac/Python-for-Data-Scientists,Beginner
THE-SPARKS-FOUNDATION,📌 This repo. Contains Basic - Advance level Data science /  Machine learning / business analysis Projects. 👨‍💻,111,Jupyter Notebook,https://github.com/Kushal997-das/THE-SPARKS-FOUNDATION,Beginner
notebooks,"Trading Economics Python Jupyter Notebooks showcase how everyone can make insights and data science. Trading Economics has more than 20 million indicators from 196 countries plus historical, delayed and live quotes for exchange rates, stocks, indexes, bonds and commodity prices",111,Jupyter Notebook,https://github.com/tradingeconomics/notebooks,Beginner
Data_Science_Bootcamp,,110,Jupyter Notebook,https://github.com/aiplanethub/Data_Science_Bootcamp,Beginner
data-science-blogs,A Handful of D(u)S(t),110,Jupyter Notebook,https://github.com/thedataincubator/data-science-blogs,Beginner
Data_Science,Portfólio com análises e projetos de Data Science em Python  ,110,Jupyter Notebook,https://github.com/karinnecristina/Data_Science,Beginner
DataScience-StudyMaterial,"Just some stuff for Interview questions, books, annotated paper, notes, cheat sheets etc etc related to ML,AI,  Deep Learning and Data Science",110,,https://github.com/deshwalmahesh/DataScience-StudyMaterial,Beginner
Data-Science-Regular-Bootcamp,"Regular practice on Data Science, Machien Learning, Deep Learning, Solving ML Project problem, Analytical Issue. Regular boost up my knowledge. The goal is to help learner with learning resource on Data Science filed.",110,Jupyter Notebook,https://github.com/imsanjoykb/Data-Science-Regular-Bootcamp,Beginner
CS570,"Code for CS570, Essentials of Data Science",109,Jupyter Notebook,https://github.com/mbernico/CS570,Beginner
easydata,A flexible template for doing reproducible data science in Python.,109,Python,https://github.com/hackalog/easydata,Beginner
OpenCV-Traffic-Counter,A traffic counter designed using the OpenCV library for Python 3.5. This project was carried out as part of the Government Data Science Accelerator programme,109,Python,https://github.com/alex-drake/OpenCV-Traffic-Counter,Beginner
example-portfolio,Example data science portfolio,108,,https://github.com/ShawhinT/example-portfolio,Beginner
template_portfolio,Template para portfólio de Data Science,108,,https://github.com/carlosfab/template_portfolio,Beginner
msu-datascience-ml-tutorial-2018,Machine learning with Python tutorial at MSU Data Science 2018,108,Jupyter Notebook,https://github.com/rasbt/msu-datascience-ml-tutorial-2018,Beginner
cis6930-fall2021,"Course materials for Fall 2021 ""CIS6930 Topics in Computing for Data Science"" at New College of Florida",108,Jupyter Notebook,https://github.com/suhara/cis6930-fall2021,Beginner
DataScience,workshop for data science,107,HTML,https://github.com/pjpan/DataScience,Beginner
PythonForDataScience,A full crash course on Python for beginners with a focus on Data Science,107,Jupyter Notebook,https://github.com/nicknochnack/PythonForDataScience,Beginner
datascience,"It consists of examples, assignments discussed in data science course taken at algorithmica.",107,Python,https://github.com/algorithmica-repository/datascience,Beginner
Data-Science-Machine-Learning,The overall objective of this toolkit is to provide and offer a free collection of data analysis and machine learning that is specifically suited for doing data science. Its purpose is to get you started in a matter of minutes. You can run this collections either in Jupyter notebook or python alone.,106,Jupyter Notebook,https://github.com/Olow304/Data-Science-Machine-Learning,Beginner
prediction_api,"AMiner Prediction API is a toolkit for science data prediction, such as scholar portrait property prediction.",106,Python,https://github.com/AMinerOpen/prediction_api,Beginner
geospatial-data-science-with-julia,Geospatial Data Science with Julia,105,TeX,https://github.com/JuliaEarth/geospatial-data-science-with-julia,Beginner
DS4DS_Course,Data Science for Dynamical System  Course,105,Jupyter Notebook,https://github.com/DS-4-DS/DS4DS_Course,Beginner
machine-learning-ds-interview-questions,"🔴 1704 Machine Learning, Data Science & Python Interview Questions (ANSWERED) To Kill Your Next ML & DS Interview. Get All Answers + PDFs on MLStack.Cafe. Post your ML Jobs 👉",105,,https://github.com/aershov24/machine-learning-ds-interview-questions,Beginner
Intro_to_DataScience,Notebooks para comenzar desde cero en data science (en español),104,Jupyter Notebook,https://github.com/felipesanma/Intro_to_DataScience,Beginner
Introduction-to-Data-Science,本Repository为中国人民大学朝乐门老师开源课程——《数据科学导论》,104,Jupyter Notebook,https://github.com/LemenChao/Introduction-to-Data-Science,Beginner
2018DSB,2018 Data Science Bowl 2nd Place Solution,104,Python,https://github.com/jacobkie/2018DSB,Beginner
dsbook-part-1,Repository for Introduction to Data Science Book,104,TeX,https://github.com/rafalab/dsbook-part-1,Beginner
100-Data-Science-Projects,,104,Jupyter Notebook,https://github.com/GauravRajwada/100-Data-Science-Projects,Beginner
aethos,Automated Data Science and Machine Learning library to optimize workflow.,104,Python,https://github.com/Ashton-Sidhu/aethos,Beginner
forml,ForML - A development framework and MLOps platform for the lifecycle management of data science projects,104,Python,https://github.com/formlio/forml,Beginner
Data-Science-Cheat-Sheet,Data Science Cheat Sheet,103,TeX,https://github.com/samirazazy/Data-Science-Cheat-Sheet,Beginner
Data_Science_Fundamentals,,102,Jupyter Notebook,https://github.com/dziganto/Data_Science_Fundamentals,Beginner
2021-data-science-refactor,,102,Python,https://github.com/ArjanCodes/2021-data-science-refactor,Beginner
ds-for-telco,Source material for Data Science for Telecom Tutorial at Strata Singapore 2015,102,Jupyter Notebook,https://github.com/hougs/ds-for-telco,Beginner
data-analytics-portfolio,"Portfolio of data science and data analyst projects completed by me for academic, self learning, and hobby purposes.",102,Jupyter Notebook,https://github.com/Iqrar99/data-analytics-portfolio,Beginner
sagemaker-distribution,"A set of Docker images that include popular frameworks for machine learning, data science and visualization.",102,Dockerfile,https://github.com/aws/sagemaker-distribution,Beginner
data-science-book,,101,Jupyter Notebook,https://github.com/CartoDB/data-science-book,Beginner
neural_data_science,"Contains programming labs and lecture notes for the lecture ""Neural Data Science""",101,Jupyter Notebook,https://github.com/berenslab/neural_data_science,Beginner
bionic,A Python framework for data science.,101,Python,https://github.com/square/bionic,Beginner
SHARE,"SHARE is building a free, open, data set about research and scholarly activities across their life cycle.",101,Python,https://github.com/CenterForOpenScience/SHARE,Beginner
gender_classification_challenge,Gender Classification Challenge for 'Learn Python for Data Science #1' by @Sirajology on YouTube,101,Python,https://github.com/llSourcell/gender_classification_challenge,Beginner
bayescogsci,"Draft of book entitled An Introduction to Bayesian Data Analysis for Cognitive Science by Nicenboim, Schad, Vasishth",101,HTML,https://github.com/vasishth/bayescogsci,Beginner
Python_for_Data_Science_and_Machine_Learning-Bootcamp,Repo for Pierian Data course on Udemey,100,Jupyter Notebook,https://github.com/danielmercy/Python_for_Data_Science_and_Machine_Learning-Bootcamp,Beginner
data_sciences_campaign,【数据科学家系列课程】,100,Jupyter Notebook,https://github.com/batermj/data_sciences_campaign,Beginner
Mathematics-for-Machine-Learning-and-Data-Science-Specialization-by-DeepLearning.AI,This repo has been created to share the solutions of all the quizzes and assignments of all three courses of this specialization.,100,Jupyter Notebook,https://github.com/Rabbia-Hassan/Mathematics-for-Machine-Learning-and-Data-Science-Specialization-by-DeepLearning.AI,Beginner
NESC_3505_textbook,"Textbook for NESC 3505, Neural Data Science, at Dalhousie University",100,Jupyter Notebook,https://github.com/neural-data-science/NESC_3505_textbook,Beginner
awesome-newsroom-tech,"List of newsrooms around the world that are using software engineering, data science, osint, and various tech to elevate reporting.",100,,https://github.com/loganmeetsworld/awesome-newsroom-tech,Beginner
